question1	question2	is_duplicate
남자친구가 키가 좀 작아	남자친구가 키가 작아	0
망각은 축복이고, 원망은 허황된거 같기도해.	매듭문자를 보냈습니다.	1
서로에게 맞추려고하는데 잘 안돼	맞추려고 하는데 잘 안돼	0
달리 보이고 싶은데 뭐할까	나를 바꿀 수 있는 건 뭐가 있을까	0
지금 자면 밤에 못 자는데 졸려	지금 자면 밤에 못 자겠지?	0
내가 오랫동안 좋아하던 사람이 날 몰라.	내가 좋아하던 사람이 날 몰라.	0
반복되는 하루	밤보다 자고 일어났을 때 더 힘들어	1
연일 최고 몸무게 갱신하네.	최고 몸무게 찍는 중	0
썸 타는 중인데 바빠서 연락 제대로 못하는데 이해해야겠지.	썸인데 바빠서 연락 제대로 못하는데 이해해야겠지.	0
으으~ 떨린다	내일 떨린다	0
혼자 노력하는 연애인 거 같아	나만 혼자 애쓰는 연애를 하는 느낌	0
짝남 내일 출국인데.	짝남 내일 출국인데.	0
사랑 받는 느낌을 못 받아	사랑 받는 느낌을 못 받아 봤어.	0
오랜 연애로 가족같은 느낌이야.	오늘은 그녀를 만나기로 약속한 날	1
그녀와 헤어졋습니다	그녀의 사진들 다 지웠어.	1
마음이 싱숭생숭해서 자꾸 여기다 쓰게되넹	마음이 싱숭생숭해서 자꾸 글을 쓰게 되네	0
우리가 좋다는데 부모님이 반대하시니까 넘 힘들다	우리 두 사람만 좋으면 되는줄 알았는데 아니었나봐	0
1년을 넘게 만났는데 어떻게 이럽니까	1년이 지났어도	1
어째야 할까	어찌해야 할까	0
아휴.	알고보니 환승이별 인것 같아	1
도서관 가서 공부해야지	도서관 가야지	0
2년의 꿈같았던 사랑 갑작스런 이별	2년이 지나서 첫사랑이 살던 곳 지나갔는데	1
아이라이너 그리기 귀찮은데 문신할까?	아이라이너 문신 해볼까	0
먹고 죽을 돈도 없어	돈이 천원밖에 없어	0
헤어진 남친에게 연락하고 싶은데 해도 돼?	진짜 아쉬운데 다시 연락해볼까	1
어찌해야 하나.	언제까지 이렇게 잊지못하고 힘들기만 할까	1
치매가 더 심해지는 것 같아 무서워	치매가 점점 심해지는 거 같아	0
짝남 줄건데 센스있는 선물 추천해주세요.	짝남 줄건데 센스있는 선물 추천해주세요.	0
인간 관계가 제일 어려운거 같아	사회생활에서 인간 관계가 어려워	0
놀리기 쉬운 대상인가봐	나 놀려먹기 쉬운가?	0
아 괜히 헤어지자고 했나봐	아 오늘 힘드네ㅜㅜ	1
나라사랑 큰 나무 배지가 상징하는 내용은 무엇인가요?	사랑니가 빠졌어요	1
좀 웃어주지	좋은 사람 많아	1
인형 선물하면 좋아할까?	인형 선물 좋을지	0
남자친구가 술주정 부려	남친이 자꾸 술주정 부려	0
가만 있어도 땀난다	아 땀난다	0
이렇게 끝나는 구나	오늘도 행복 시작!	1
짝남이 자취한다는데 필요한 거 사다주면 좋아할까?	짝남이 자취한다는데 필요한 거 사다주면 좋아할까?	0
여자 마음 알고 싶어	남자 마음 알다가도 모르겠어	1
결국 사고쳤내 또	결국 유료 상담을 받고야 말았네	1
마냥 신났던 시간	정말 잘 노는 우리 커플	0
딱 내 이상형이야	완전 내 이상형이야	0
사랑 힘들다	사랑하는게 좋기도 하지만 힘들기도 해	0
기다리는 것도 행복해	기다리는 사람 있는 것도 행복한 일이구나	0
친구라는게 뒷담화나 하다니 	친구라고 생각했던 애가 뒷담화 하고 다님	0
여자사람 친구 많은 남자친구 헤어져야겠죠?	여자친구랑 헤어졌네	1
냉장고에 김치도 없네	김치도 없네	0
나도 위로 받고 싶다	위로받고 싶은 날	0
내가 연락 끊은 짝남한테 다시 연락올 수 있는 법 좀.	짝남한테 다시 연락 올 수 있게 하는 법 좀 알려줘	0
나는 좋은데 잘 모르는 것 같아	내 맘 모르는 척 하는 걸까	0
시험 준비하면서 연애 가능	공시 준비하는데 좋아하는 여자 생겼어 어떻게 해	0
조금의 결심이서네	좀 무뎌졌나 했는데	1
성적 좀 좋았으면	공부 잘하고 싶어	0
개같이 되버렸어.	개같은 상황	0
조명빨 좋다.	조명빨인가	0
모른 척 하는 건지 모르는 건지	모른 척 하는건가	0
어떻게 벌주어야 할까.	어떻게 해야 할까?	1
좋아하는 여자가 헤어질 때까지 기다렸다가 결국 사귀는게 가능할까요?	좋아하는 여자가 헤어질 때까지 기다렸다가 결국 사귀는게 가능할까요?	0
봉사활동도 좀 해야 하는데	봉사활동 해볼까	0
카톡 2틀째 확인안하내	카톡차단에 이제는 프로필 비공개 당했어	1
여자친구가 눈치가 없어.	애가 눈치가 없어.	0
더워서 죽을 듯한 날씨야	더워 미치겠다	0
괜히 건들지 말라고	나 좀 건들지마	0
집착? 미련? 사랑?	짝남 잊으려구	1
집안 일 하기 싫어	방 치우니까 좋다	1
썸인지 애매모호해	썸인지 애매모호해	0
랜선 연애 어떻게 생각해?	랜선 연애 어때?	0
부디 더 힘내줘.	분노	1
실비 드는게 좋을까	실비 들까	0
맞추려고 노력하는데 힘들어	맞추려고 노력하는데 잘 안된다	0
사랑하는 사람을 두고 다른 사람과 결혼해야해	사랑하는 사람 말고 다른 사람과 결혼해야해	0
짝남한테 혼자 화나고.	짝남한테 혼자 화나고.	0
오늘은 교회 안가면 안될까	교회 가기 싫어	0
남자들은 여자가 본인 좋아하는거 눈치 못 채나?	남자친구 만들고 싶어	1
짝녀 있는데 소개팅 들어오면 받아도 되나요?	짝녀 있는데 소개팅 들어오면 받아도 되나요?	0
짝녀가 나를 떠보는 걸까.	짝녀가 나를 떠보는 걸까.	0
변기 막혔는데 아무 생각이 안 난다.	변기 막혔어	0
헤어진지 두달이 되었습니다.	헤어진지 어느덧 한달	1
이 명절을 어찌 보낼지.허허	이 좋은날	1
같이 놀러갈 친구가 없어	놀러가고 싶은데 같이 갈 친구가 없어	0
의자 너무 불편해	의자가 불편해	0
찬남자한테 연락 왔어	참 부질없다	1
짝남보다 더 나은 사람은 없을거야.	짝남보다 더 나은 사람은 없을거야.	0
견딜수 없을만큼 아파	정말 힘드네	1
눈썹 문신 어때?	니가 심어준 버릇	1
남자친구가 너무 귀찮아해.	남자친구가 너무 게을러.	0
그 사람이 저를 그만 좋아하게 하는 방법 있을까요?	그녀는 내가 좋아하는 것을 이용하는 거야?	1
3년연애이별	3년이란 오랜기간 연애를 하다보니 권태기가 찾아오네	1
노는 거 좋아하는 남자는 좋아하면 힘들겠지?	노는 거 좋아하는 남자는 힘들겠지?	0
이런 일상에서 휙 떠나고 싶어	일상에서 떠나고 싶어	0
위로 해 주세요.	윤종신 '좋니' 노래 가사가 엄청 와닿네	1
나는 못났는데 인기있는 남자에게 연락해도될까?	나랑 다른 애들 자꾸 엮는 애가 있는데 얘 나한테 관심있나?	1
엄마가 언니랑 나랑 차별해	엄마가 언니랑 차별해	0
왜 그럴까?	왜 내 블로그를 들어와서 볼까	1
이별에도 준비가 필요한 거겠죠?	이별은 받아들이는게 맞는건가보네.	1
도서관에서 항상 같은 자리에 앉는 여자가 계속 떠올라.	도서관에서 똑 같은 같은 자리에 앉는 여자애 계속 생각나.	0
불면증	붙잡고싶어	1
짝남한테도 철벽이게 돼 왜그럴까.	짝남한테도 철벽이게 돼 왜그럴까.	0
내가 이상한 사람같아	내가 이상한 건가?	0
돈이 하나도 없어	돈 없어	0
자꾸 나약하게 느껴져	나는 나약한 존재	0
첫사랑도 내가 보고 싶을까?	첫사랑도 내 생각할까?	0
싫어하는 눈치가 아닌 거 같은데	싫어하는건 아닌 거 같은데	0
그 사람에게 좋아하는 거 티 내는 방법 좀.	아직 저만 좋아하는데 같이 스터디하자고 해도 될까요?	1
지하철에서 겁나 멋진 사람 발견! 말 시켜 볼까	지하철에서 괜찮은 사람 봤는데 말 시켜 볼까	0
가족들이랑 서먹해졌어	가족들이랑 서먹해	0
이 기회는 내꺼야	이 기회 잡고 싶다.	0
남편이 다른 여자랑 카톡을 주고받는걸 봤어. 	우리 커플은 사랑의 온도가 다른 것 같아요.	1
지금 여친을 별로 안좋아하는 것 같아.	지금 여친을 별로 안좋아하는 것 같아.	0
행복할까?	행복하니?	0
한숨만 자꾸 나온다	한숨 나와	0
위로해줄 사람이 필요해	위로해줄 사람이 없어	0
군대 때문에 헤어져야하는게 고민임.	군인 남친 보고 싶어	1
친구 사이로도 못 지낼 것 같아.	친구 사이로도 못 지낼 것 같아.	0
그놈 생일이예요	그땐 몰랐습니다	1
프로필 사진을 보았는데	하 못참고 또 연락해버렸네	1
자꾸 생각나네.	자는게 두려움	1
하루종일 썸남 생각만 해. 괜찮을까?	하루종일 썸남 생각만 해. 괜찮을까?	0
짝사랑 하는 여자랑 뽀뽀하는 꿈 꿨어요.	짝사랑 하는 여자랑 뽀뽀하는 꿈 꿨어요.	0
사귀면서도 좋아하는 감정을 잘 못느끼는데 문제 있는 건가요?	사귀긴 하는데 좋은지 모르겠으면 문제 있는 건가요?	0
최선을 다했는데	최선을 다한 거 같은데	0
내가 좋아하는 사람과 나를 좋아해주는 사람	내가 좋아하는 사람과 나를 좋아해주는 사람	0
좋아하는 애 피하면서도 우울해.	좋아하는 애 피하면서도 우울해.	0
남자친구가 안놀아 줘	남자친구가 너무 바빠	0
전남친이 톡 차단했더라구	전여친 카톡 탈퇴 재가입 한거 같은데	1
점심 먹으러 갈까	오늘 점심 추천	1
샤워할 때 눈을 감으면	설레였던게 언젠인지	1
학교가  바뀌어야 할 것 같아	좋은 식당을 추천	1
사랑이 뭔지 모르겠어	사랑이 뭔지 도통 모르겠어	0
부팅 시간 너무 오래 걸려	컴터 부팅하는데 시간이 오래걸려	0
날아 가고 싶어	하늘을 날고 싶어	0
뭔가 해야 할까	아무것도 하고 싶지 않으면서 아무거나 하고 싶어	0
짝남한테 밤늦게 나오라고 했더리 진짜 나왔줬는데 저한테 호감이 있는 걸까요?	짝남한테 밤늦게 나오라고 했더리 진짜 나왔줬는데 저한테 호감이 있는 걸까요?	0
하늘은 정말 예쁘다	남자친구 응원해 주고 싶어	1
사랑의 힘은 진짜 위대한듯	사랑은 진짜 위대한듯	0
나 오늘 심쿵함	심쿵함	0
만난지 얼마 안됐는데 결혼해도 될까?	만난지는 얼마 안됐지만 좋은데 결혼해도 될까?	0
친구의 전여자친구가 좋은데 사겨도될까?	친구의 전여자친구가 좋은데 사겨도될까?	0
망고빙수 맛있다	빙수 맛있다	0
좋아했던 사람에 대한 트라우마 때문에 연애를 못하겠어.	좋아했던 사람에 대한 트라우마 때문에 연애를 못하겠어.	0
우리 반 여자애가 나를 좋아하는 것 같아.	우리 반 여자애가 나를 좋아하는 것 같아.	0
이제 1년도 지나고 성큼 가을이 왔네.	이제 그만 보낼려구	1
얘는 싸우기만 하면 연락이 안돼	어디까지 가야 끝이보일지	1
사랑하는데 미지근한 거 같아	내 맘 알아주면 좋겠다.	1
돈 모으는 재미가 있네.	돈 모으는 재미	0
관심 있는거 티 안내려고 선톡 안하고 일부러 늦게 보내고 그러는 사람도 있어요?	관심 있는거 티 안내려고 일부러 답 늦게 보내고 그러는 사람도 있어요?	0
반장이라서 힘들어	반장은 원래 힘들어?	0
일은 원래 혼나면서 배워?	원래 일은 혼나면서 배우는 거야?	0
대학 안가고 기술 배울까봐	대학을 꼭 가야할까	0
왜 저를 좋게 기억해주는 걸까	왠지 가슴한 켠이 먹먹하네	1
나 연락하지 말라고 단호하게 해줘.	연락하지 말라고 해줘.	0
내일 모의고사 본다	내일 모의평가다	0
편안하게 살고 싶다.	마음의 평화가 필요해	0
이별준비	이별통보를 받았습니다	1
오늘도 술마셔.	오늘도 출근을 합니다	1
주차장에 자리가 없어	주차할데 없어서 짜증나	0
권태기가 온 거 같아.	다투고 하지 말아야 할 말을 했어	1
저금통 깰까	저금통 털까	0
또 고백해볼까?	그냥 고백해볼까?	0
이제 그만 좋아하고 싶어.	이제 좀 지겨워진 거 같아	1
얼굴 너무 까매졌어.	얼굴 너무 탔다	0
좋아하는 애랑 전화하면	좋아하는 애랑 전화하면	0
나 그동안 뭐한거니	뻘짓 한 느낌 싫다	0
참아볼께	첫눈	1
왜 이별하고 다들 왜 연락을 끊는건가??	왜이리 생각이 날까	1
적당히를 몰라	적당히 좀 하지	0
휴대폰 액정 깨졌어	핸드폰 액정 깨짐	0
내가 좋아하는 사람이 날 좋아했으면 좋겠어.	내가 좋아하는 사람이 날 좋아했으면 좋겠어.	0
이별 , 그 아픔을 잊는 시간의 두려움이란	이별 3일째	1
내가 첫 연애래	내가 첫사랑이래	0
완전 재미 없거든	재미 없어.	0
뭐하냐?	뭐해?	0
카드가 못찾겠다.	카드가 왜 없지	0
아 놔 왜 사냐	왜 살까	0
퇴근길에 훅!하고 연락오네.	파혼한거 정말 잘했다	1
여자인데 먼저 다가가도 돼?	여자인데 먼저 다가가도 돼?	0
시험을 꼭 봐야하나 도망가고 싶다.	시험 보지 말까?	0
썸녀가 오디션 붙었대	회사 짝남오빠 게임 초대 톡 옴.	1
잊을 때.	잊지못한다면순수한겁니다	1
잠이 안와	장거리연애였는데	1
갈수록 힘이 드네	감정조절이 안되서 문자 보냈네	1
봄되니까 동물원 가고 싶다.	선풍기 더운 바람 나와	1
썸남이랑 벚꽃 놀이 가고 싶어.	썸남이랑 벚꽃 놀이 가고 싶어.	0
썸 탈 때가 그리워.	이제 썸 탈 때가 그리워.	0
사랑 받고 싶었은데	이 결혼 해도 될까	1
참견 좀 안했으면	이래라 저래라 참견 좀 안했으면	0
남편과 별거한지 3달 되었네	내 마음과 머리가 이해가 안가네	1
헤어진 여자친구에게 마지막 한마디 했습니다	헤어진 여친이 페북이나 인스타그램 사진 안지우는게??	1
사랑하는 사람은 표시가 있었으면 좋겠다	사랑하는 사람은 표시가 있었으면 좋겠다	0
외제차 갖고 싶다	외제차 타고 싶어	0
나를 진심으로 좋아해주는 사람이 생겼으면 소원이 없겠어.	나를 좋아해주는 사람이 있으면 소원이 없겠어.	0
이제 내 짝남 못봐. 군대 가거든.	이젠 짝사랑하는게 무섭고 두려워.	1
이별 400일.	이별 6일째	1
최근에 헤어진 짝남한테 연락하면 주변에서 욕할까?	최근에 헤어진 짝남한테 연락하면 주변에서 욕할까?	0
교보문고 왔어	서점 왔어	0
여자친구가 음식을 너무 적게 먹어	여자친구가 너무 적게 먹어	0
최악의 남자	추억은 힘이 없다.	1
여자들은 좋아하는 사람한테는 장난 잘 안 쳐?	여자들은 좋아하면 장난 잘 안 쳐?	0
큰 시험 앞두고 짝사랑 하는 사랑이 생겼어요.	큰 시험 앞두고 짝사랑 하는 사랑이 생겼어요.	0
벚꽃구경 가고싶다.	꽃놀이 가고 싶어	0
내 의지로 안되는 일인가봐	내 의지는 상관없나봐	0
나의 이별 이야기	나한테 지쳐서 떠난여자	1
결혼은 현실이지?	결혼적령기가 언제야?	1
침착해야지	정신없을수록 침착해야지	0
나 사랑하는 사람이 생겼어.	좋아하는 사람이 생겼어요.	0
남자친구가 스킨십을 너무 좋아해	남자친구가 스킨십 좋아해서 고민이 많다	0
